InitialReportDate,DateofDiscovery,Operator,TrackingNum,FacilityType,Latitude,Longitude,county,livestock,PublicByway,ResidenceOrOccupiedStructure,CurrentLandUse,OtherLandUse,SurfaceWaterSupplyArea,WatersoftheState,SpillDescription
08/26/2014,08/24/2014,AUGUSTUS ENERGY RESOURCES LLC,400672734,WATER GATHERING SYSTEM/LINE,40.08229,-102.55051,YUMA,0,0,0,NON-CROP LAND,,0,0,"It appears a gopher chewed a hole in the poly pipe.  A section of 1"" poly pipe aprox. 30' long was replaced with 2"" poly.  There is livestock in the area, but no water is on surface, so we do not feel it will affect the cattle.  Since there was no surface water there was nothing to recover.  Landowner found the leak and called us.  The leak area is approx. 12' wide and 120' long.  There is good tall grass around location so the area should not blow.  We will treat with pelleted agricultural gypsum and monitor the location for re-growth, erosion and apply more treatments if necessary."
09/02/2014,08/28/2014,AUGUSTUS ENERGY RESOURCES LLC,400677894,WATER GATHERING SYSTEM/LINE,39.98968,-102.46727,YUMA,0,0,0,NON-CROP LAND,,0,0,The leak appears to have been caused by a bad poly fuse which developed a pin hole over time.  There was no water on the surface to contain/recover.  The pipeline contents were transferred to a transport truck.  There is livestock within the pasture.  The leak was estimated at 10-20 bbls. The poly fuse was repaired.  A soil sample was taken and results will be submitted as soon as available. There is one stock water well within 1/2 mile of leak area.
09/08/2014,09/05/2014,AUGUSTUS ENERGY RESOURCES LLC,400681063,WATER GATHERING SYSTEM/LINE,40.09052,-102.48398,YUMA,0,0,0,CROP LAND,,0,0,"The pipe had a weak spot and ruptured, our water gathering system runs at approx. 170 lbs of pressure which is within the tolerance level of the poly pipe.  We estimated the spill at 3-5 bbls, no water on surface, just a muddy spot.  A one (1) foot section of the poly was replaced.  We will continue to monitor the system pressures at the well head and the water gathering system check points."
11/05/2014,11/04/2014,AUGUSTUS ENERGY RESOURCES LLC,400724598,WELL,39.990695,-102.398223,YUMA,0,0,0,CROP LAND,,0,0,The poly fuse broke on the water riser at wellhead. System isolation valves and Wells were shut-in while repair was made.Water Truck was used to remove remaining water from line.   No water was recovered from surface.  Affected area was damp but no standing water. Dug area approx. 4' D x 8' L x 4' wide to make repair.  Soil samples have been submitted to Lab.
12/03/2014,12/02/2014,AUGUSTUS ENERGY RESOURCES LLC,400744271,FLOWLINE,39.86938,-102.39191,YUMA,0,0,0,CROP LAND,Dryland crop ground,0,0,It appears a gopher chewed a hole in the Poly pipe causing the leak.  The spill area is approx. 6' long x 1' wide.  The area was dug down 4' to repair the line.  There was not surface water to recover.  We will take soil samples and treat area according to soil analysis results.
12/09/2014,12/04/2014,AUGUSTUS ENERGY RESOURCES LLC,400748130,FLOWLINE,39.91945,-102.26095,YUMA,0,0,0,NON-CROP LAND,,0,0,"The ground around the newly installed poly pipe settled causing the fuse to break. Leak has been estimated at 10 - 15 bbls. The valves were closed to isolate the water, no surface water was recovered.  The leak area was dug up, packed and leveled to help eleviate settlement and future breakage.  The area was also treated with Agricultural grade gypsum and soil samples have been taken.  Will take further treatment action, if needed, once soil analysis is received and reviewed.  We will keep the location from blowing until spring when farmer works area.  Once crop is planted we will monitor for regrowth and take any necessary measures to promote crop growth."
01/26/2015,01/23/2015,AUGUSTUS ENERGY RESOURCES LLC,400779819,WELL,40.077328,-102.546589,YUMA,0,0,0,NON-CROP LAND,,0,0,"The water line at the surface riser froze and created a small split near the Well head.  Estimated between 10 & 20 bbls.  No surface water to recover.  Water line valve was shut off and broken pipe was replaced with a new piece of pipe.  Soil samples have been taken and sent to lab for analysis and treatment will be determined on out come of analyses.  The size of the line leak wsa approximately 18"" and 96' long.  See attached hand drawn map for details.  3 Soil samples were taken, 1 at wellhead, one east of wellhead lat 40.07738/Lon -102.54639 and one at end of affected area by lease road lat 40.07732/Lat -102.54605."
02/04/2015,02/03/2015,AUGUSTUS ENERGY RESOURCES LLC,400786068,FLOWLINE,39.991201,-102.407003,YUMA,0,0,0,CROP LAND,,0,0,"the Poly pipe fuse broke, valves where shut to isolate the water, no surface water to recover, poly fuse was repaired.  Size of area was approx 5' x 5'.  Soil samples have been taken and will be submitted on a supplemental form 19 when received.  As soon as analyses are received they will be reviewed and treated per the lab recommendations.  The location will be strawed to help hold the moisture."
02/09/2015,02/06/2015,AUGUSTUS ENERGY RESOURCES LLC,400788049,WELL,40.28889,-102.49659,YUMA,0,0,0,NON-CROP LAND,,0,0,"Poly pipe broke, we believe it was caused by freezing and thawing as there was approx. a 3"" split in the pipe.  We removed and replaced the broken piece.  The valve was shut to isolate the water, there was no surface water to recover.  Estimated bbls is 10-12.  The approx. dimension of the affected area is 20' by 30', 2 spots were sampled as well as a background area and the samples have been submitted for testing.  A supplemental form 19 will be submitted with soil analyses."
02/09/2015,02/06/2015,AUGUSTUS ENERGY RESOURCES LLC,400788096,WELL,39.93369,-102.27949,YUMA,0,0,0,CROP LAND,,0,0,It appears the fuse in the poly pipe broke.  The valves were shut to isolate the water.  An Electra fuse was used to repair/replace the broken fuse.  The size of the affected area is approx. 132' long and 12' wide.  2 Soil samples were taken from the affected area and 1 from the background.  Soil Analyses will be submitted on a Supplemental form 19 and we will reclaim the area based on the recommendations supplied with the Analyses.
02/19/2015,02/18/2015,AUGUSTUS ENERGY RESOURCES LLC,400795533,FLOWLINE,40.00284,-102.47744,YUMA,0,0,0,NON-CROP LAND,,0,0,"Bad Poly Fuse broke, isolation valves were shut.  There was no surface water, but we did have a vac truck suck the water from the line. Poly fuse was repaired.  Size of affected area was aprox. 38' long x 6' wide.  Soil samples were taken and have been sent to lab for analysis.  The area will be treated with Pelleted Grade gypsum, straw will be stitched to prevent erosion and depending on the soil analysis results will determine when area will be re-seeded."
03/09/2015,03/06/2015,AUGUSTUS ENERGY RESOURCES LLC,400805806,WELL,40.26674,-102.6074,YUMA,0,0,0,NON-CROP LAND,,0,0,"The hammer union was loose, Field supervisor feels the constant change in cold/warm weather caused the union to become loose.  The hammer union was tightened.  There was no surface water.  Lines were shut in to prevent more water from leaking until problem was found. Aprox. size of spill area is 40' wide by 50' long.  Soil samples have been taken and will be sent to the lab today.  Will submit analytical on a supplemental Form 19 as soon as received.  The area has been treated with Agricultural grade pelleted gypsum.  Location will be monitored for re-growth, erosion and weeds.  We will periodically check the EC levels and when we feel the gypsum has started to activate another soil sample will be taken to access the levels and will treat accordingly to the analysis results."
06/01/2015,06/01/2015,AUGUSTUS ENERGY RESOURCES LLC,400846782,WATER GATHERING SYSTEM/LINE,39.99011,-102.46799,YUMA,0,0,0,NON-CROP LAND,,0,0,"A poly fuse broke resulting in the spill.  The lines were isolated, no water to recover on surface.  Line was repaired/replaced.  Spill happened near the intersection of Road 29 & Road U in the NW corner of the intersection, but is in the SW qtr of Sec. 1-T1S-R46W. Aprox. spill was 10-20 bbls.  The nearest livestock is 1/4 mile away, the nearest house is 1 mile away, the neareast road is aprox. 120'.  Samples have been taken and will be sent to the lab for testing.  Analyses will be submitted on a subsequent form 19. Leak area will be treated with aprox.  400 lbs agricultural pelleted Gypsum will be applied and straw will be stitched in to location to help prevent erosion and to help hold moisture."
06/04/2015,06/03/2015,AUGUSTUS ENERGY RESOURCES LLC,400848538,WATER GATHERING SYSTEM/LINE,40.00195,-102.46907,YUMA,0,0,0,NON-CROP LAND,,0,0,"Appears the water line pressure created a pin hole in the poly tubing.  The water line valves were shut to isolate the water, no surface water to recover.  The section of line was replaced.  Line leak consisted of aprox. 5-10 bbls. but affected area is only  3' in diameter.  There is livestock in the area, but the small leak should not be a factor, nearest house is approx. 1/2 mile from leak, possible surface water aprox. 8/10 mile.  Leak is approx. 40' from County Road U.  Soil Samples have been taken and a supplemental Form 19 will be submitted with results.  Area will be treated with 100 lbs agricultural grade pelleted gypsum and straw will be stitched in to prevent erosion and help hold moisture."
06/29/2015,06/26/2015,AUGUSTUS ENERGY RESOURCES LLC,400859998,WELL,39.98804,-102.38598,YUMA,0,0,0,NON-CROP LAND,,0,0,"The poly pipe split, the water line was isolated and the remaining water in the line was sucked out with a vacuum truck.  Poly section was replaced.  Soil samples were taken and sent to lab for analysis.  When analysis is returned remediation procedures will be submitted with the results."
06/29/2015,06/19/2015,AUGUSTUS ENERGY RESOURCES LLC,400860427,WATER GATHERING SYSTEM/LINE,40.235353,-102.537636,YUMA,0,0,0,NON-CROP LAND,,0,0,The leak was caused by a bad poly pipe fuse.  The leak was approx. 10-15 bbls.  The line was isolated and the remaining water in the line was sucked up with a vacuum truck.  The poly fuse was replaced and the line was pressured to make sure the fuse would hold.  Soil samples were taken and have been sent in for analysis.  When analystical results are received they will submitted on a supplemental form 19 along with a remediation procedure.
